Survived,Is_alone,Family_size_1,Family_size_2,Family_size_3,Family_size_4,Family_size_5,Family_size_6,Family_size_7,Family_size_8,Family_size_11,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Fare_scale,Age_1.0,Age_2.0,Age_3.0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.48507900373776425,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.9997696105865636,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.255795253400548,1,0,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.26066180729354516,1,0,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.08968408411123653,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.2463983948905696,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.08968408411123653,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.145663540471827,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.395813560675251,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.43700743807979686,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.12676380314453292,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5064721088735089,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.6484216535389205,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4928811950225652,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.26066180729354516,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5024451714361923,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.08968408411123653,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3707300882677209,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.45034666834090825,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.39858208016340624,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.22559322262067316,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.5065566745596926,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4969926981460655,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.4010166847337793,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.2958951755118318,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.6484216535389205,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.455380340137554,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.1854295476653287,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.13565761536436197,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.163700193253568,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.05042144409739929,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.32828012727224753,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.2463983948905696,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5024451714361923,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3483299278831318,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.3573083057891445,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9274538680872313,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.3443878770215141,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.4029901895877646,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49145565916975514,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47400492578514347,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4948100980550399,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.455380340137554,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.093228788100527,1,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.5442457810799908,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.12491978668775715,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1948878246611338,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11913106412161445,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5475787653441219,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4974960653257301,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.036576512298389464,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.43700743807979686,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.12491978668775715,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.2341715984066093,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.5189714017894245,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.43700743807979686,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.817033162951754,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.41687275089321363,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.12491978668775715,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.19824427701513722,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.47400492578514347,0,1,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.11988611489111134,1,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.4944124302931971,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.35646868933346404,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.3482453621969482,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.7811411367084872,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.01870931177853076,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.01870931177853076,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.4944124302931971,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.12491978668775715,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.12491978668775715,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3693045524149108,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.2351571990343002,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.09152810056801232,1,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5841789061771412,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49078316061772326,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4918744606632361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.1489119590497745,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.9327230485884233,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.955306180872432,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.29807809649237277,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3766033765200472,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.4863374216869257,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.22408312108167944,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5028639729296732,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.38809593507663365,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11711759540295616,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.35646868933346404,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.4771073601910807,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3573083057891445,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.04438103794142432,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.5841789061771412,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.15948266982273065,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47299819142581434,0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.955306180872432,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3464013457401724,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.9462455716384695,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5049620073345151,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9274538680872313,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5024451714361923,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.49237782784290063,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-0.12491978668775715,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.1621689579829361,0,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.016023023618325298,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.6484216535389205,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.49782998024351216,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.10478509950117394,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2052890831722074,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11384570873513637,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.3353272677875516,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.18876253192945994,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.441497778832105,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.01870931177853076,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5064721088735089,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.3363340021468808,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49237782784290063,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4863374216869257,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.6603330135889879,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.35848215805212236,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.32425318983493084,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.13683114673782454,1,0,0
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.43700743807979686,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.3573908580066095,0,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.40974072380221066,0,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-0.33146744825388363,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002347544081197954,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3997582667846179,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.921244330558889,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49271407711891657,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.04438103794142432,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5063875431873253,0,0,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.034313694348132716,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.6484216535389205,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.08666388103324908,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3866707201133388,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.11988611489111134,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.1506737441786005,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.32425318983493084,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4902797934380587,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7469121684912956,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.08666388103324908,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.48910360681684706,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-0.26066180729354516,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.8964967865378598,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06635974158478332,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.49640476528021726,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49640476528021726,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-0.18532384824750675,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.47861979608830835,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.49078316061772326,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.5125125150294839,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.8314778546749452,0,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4894421904510968,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-0.3363340021468808,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3866707201133388,0,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.6323350375212924,0,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2.042579288947925,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.5029485386158568,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.13322534515222276,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.4974960653257301,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.4888542575852486,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.8314778546749452,0,0,1
